Date,Close,High,Low,Open,Volume,asset_x,SplyCur,asset_y,AdrActCnt,MarketCap,Return
2019-01-01,140.81941223,141.39750671,132.65071106,133.41815186,2258709868.00000000,eth,104142768.46822999,eth,227755,14665323443.85164452,0.05586904
2019-01-02,155.04768372,156.92913818,140.65095520,141.51951599,3328240369.00000000,eth,104161888.12447999,eth,266633,16150059485.16703415,0.10103913
2019-01-03,149.13500977,155.86305237,147.19836426,155.19604492,2676164880.00000000,eth,104179821.37447999,eth,298379,15536858678.06414223,-0.03813455
2019-01-04,154.58193970,156.87898254,147.90710449,148.91288757,3126192535.00000000,eth,104197653.28072999,eth,264923,16107075356.03839493,0.03652348
2019-01-05,155.63859558,160.82489014,154.33741760,154.33741760,3338211928.00000000,eth,104215675.40572999,eth,257064,16219981357.67887878,0.00683557
2019-01-06,157.74620056,159.37144470,152.08592224,155.80422974,3231294371.00000000,eth,104233482.74947999,eth,266956,16442435875.02556419,0.01354166
2019-01-07,151.69921875,158.45042419,151.15072632,157.80949402,2712108388.00000000,eth,104251524.37447999,eth,288553,15814874801.10519791,-0.03833361
2019-01-08,150.35963440,153.62577820,148.66954041,151.96754456,2459808140.00000000,eth,104269302.28072999,eth,277503,15677894170.01255226,-0.00883053
2019-01-09,150.80311584,153.62225342,150.28837585,150.55468750,2369241197.00000000,eth,104287324.78072999,eth,279728,15726853520.04504776,0.00294947
2019-01-10,128.62518311,152.14826965,126.52937317,150.84350586,3397734456.00000000,eth,104305171.59322999,eth,276872,13416271795.02654648,-0.14706548
2019-01-11,127.54832458,130.16593933,125.24494171,127.81396484,2667585234.00000000,eth,104322969.18697999,eth,309317,13306219935.52780342,-0.00837207
2019-01-12,125.96652985,128.66612244,125.44675446,127.52808380,2212109224.00000000,eth,104340667.68697999,eth,267659,13143431830.36350441,-0.01240153
2019-01-13,116.89780426,126.26787567,116.08596802,125.90722656,2268263944.00000000,eth,104358625.03072999,eth,260303,12199294121.71150780,-0.07199314
2019-01-14,129.06872559,130.85673523,116.96755981,116.97909546,2798085735.00000000,eth,104376633.93697999,eth,296695,13471759123.19592285,0.10411591
2019-01-15,122.03271484,130.74356079,120.31152344,129.17268372,2735449164.00000000,eth,104394554.34322999,eth,277216,12739550881.40774918,-0.05451368
2019-01-16,123.54706573,127.11824799,121.44141388,121.80924225,2746469340.00000000,eth,104412158.15572999,eth,259885,12899815767.18491554,0.01240938
2019-01-17,123.74192047,124.27072144,120.81703186,123.57353973,2594091285.00000000,eth,104429862.28072999,eth,249911,12922351713.15956306,0.00157717
2019-01-18,121.01026154,123.84169006,120.24189758,123.65465546,2305389800.00000000,eth,104447654.99947999,eth,250566,12639238048.27184296,-0.02207545
2019-01-19,124.51902008,125.90422821,121.16103363,121.61442566,3048261797.00000000,eth,104465664.56197999,eth,235309,13007962183.32290077,0.02899555
2019-01-20,119.47483063,125.07038879,118.70232391,124.63240051,2964108269.00000000,eth,104483428.78072999,eth,234174,12483139956.95205307,-0.04050939
2019-01-21,117.15785217,119.71543884,116.15744019,119.63645935,2421720343.00000000,eth,104499569.90572999,eth,242165,12242945163.14208221,-0.01939303
2019-01-22,118.74755096,119.66434479,114.67668152,117.11075592,2552507405.00000000,eth,104515654.68697999,eth,221052,12410978031.51513672,0.01356886
2019-01-23,117.45260620,119.42279816,116.37664795,118.71381378,2556952198.00000000,eth,104531413.03072999,eth,241743,12277486890.35037613,-0.01090502
2019-01-24,117.36288452,118.03210449,116.00679779,117.46278381,2520843420.00000000,eth,104547493.49947999,eth,232516,12269995406.59010887,-0.00076390
2019-01-25,116.37834167,117.80299377,115.83015442,117.59495544,2606881898.00000000,eth,104563573.59322999,eth,242692,12168935294.37150383,-0.00838888
2019-01-26,116.48873901,118.08411407,115.98057556,116.37352753,2412181169.00000000,eth,104579578.12447999,eth,281294,12182343182.30245781,0.00094861
2019-01-27,113.40528870,116.68540955,113.40528870,116.51031494,2775888287.00000000,eth,104595424.31197999,eth,253559,11861674290.41094208,-0.02646994
2019-01-28,106.58997345,113.68823242,103.33646393,113.28523254,3366895505.00000000,eth,104610841.03072999,eth,275560,11150466768.01703453,-0.06009698
2019-01-29,105.59821320,107.16578674,103.99922943,106.72195435,2900418606.00000000,eth,104626304.81197999,eth,247558,11048350841.42430115,-0.00930444
2019-01-30,108.90753937,109.45298004,104.84379578,105.40720367,2874370355.00000000,eth,104641860.18697999,eth,244601,11396287507.82034874,0.03133885
2019-01-31,107.06101227,110.45835876,106.52535248,108.90077209,2828796031.00000000,eth,104657513.62447999,eth,226825,11204739350.09577942,-0.01695500
2019-02-01,107.60978699,108.63871002,105.04650116,107.14768219,2541271519.00000000,eth,104672814.28072999,eth,233701,11263819248.11105728,0.00512581
2019-02-02,110.43025970,110.65387726,106.76401520,107.46641541,2385157838.00000000,eth,104688425.90572999,eth,230615,11560770060.83447456,0.02621019
2019-02-03,107.49266815,110.82735443,106.56398773,110.49031830,2519334757.00000000,eth,104703652.03072999,eth,217389,11254874922.02660942,-0.02660133
2019-02-04,107.82160187,108.70103455,107.06742096,107.62582397,2491888675.00000000,eth,104719046.71822999,eth,208209,11290975363.21553421,0.00306006
2019-02-05,107.44351959,108.13478851,106.90989685,107.62816620,2515863999.00000000,eth,104734465.49947999,eth,214341,11253039595.88089180,-0.00350655
2019-02-06,104.91928864,107.56930542,102.93456268,107.56930542,2593048199.00000000,eth,104749767.84322999,eth,210354,10990271126.81968498,-0.02349356
2019-02-07,104.53530121,106.05887604,104.40913391,104.83577728,2326764622.00000000,eth,104765166.46822999,eth,196941,10951658232.91465759,-0.00365984
2019-02-08,119.26774597,119.80581665,104.19443512,104.64505005,3656841347.00000000,eth,104780637.74947999,eth,210686,12496950485.85556984,0.14093272
2019-02-09,119.43088531,120.68973541,118.00040436,119.21411133,2884650400.00000000,eth,104795984.81197999,eth,193871,12515877243.54592323,0.00136784
2019-02-10,124.80648804,124.85362244,117.10577393,119.40896606,3148766590.00000000,eth,104809355.15572999,eth,171484,13080887530.42076302,0.04501016
2019-02-11,121.29839325,124.87153625,120.31175232,124.87153625,3222473887.00000000,eth,104822486.24947999,eth,195256,12714799158.48095894,-0.02810827
2019-02-12,122.57228851,123.46829987,119.60002136,121.17857361,3149576429.00000000,eth,104835850.03072999,eth,207073,12849970056.49148369,0.01050216
2019-02-13,122.55360413,125.55069733,121.61249542,122.54428864,3386585799.00000000,eth,104848904.90572999,eth,206023,12849611184.85899544,-0.00015244
2019-02-14,121.39020538,124.45198822,121.33489227,122.41698456,3331701628.00000000,eth,104861988.37447999,eth,207805,12729218305.67942619,-0.00949298
2019-02-15,122.10038757,123.66012573,121.37191772,121.45369720,3021741615.00000000,eth,104875052.34322999,eth,208673,12805284537.87244415,0.00585041
2019-02-16,123.26021576,124.13481140,122.29530334,122.39645386,2905833287.00000000,eth,104888333.81197999,eth,215553,12928558656.29575920,0.00949897
2019-02-17,133.59887695,134.46009827,123.09161377,123.18208313,4236081130.00000000,eth,104901323.15572999,eth,203761,14014698964.50237465,0.08387671
2019-02-18,146.09837341,147.68658447,133.00193787,133.03254700,5387525773.00000000,eth,104914620.93697999,eth,248067,15327855466.14326668,0.09355989
2019-02-19,145.34619141,149.92997742,145.12846375,146.39881897,5310842625.00000000,eth,104928151.40572999,eth,235079,15250907178.12121201,-0.00514846
2019-02-20,149.55433655,149.55433655,142.50212097,145.17272949,4500094965.00000000,eth,104941570.87447999,eth,218723,15694467008.42219925,0.02895257
2019-02-21,146.13084412,149.35232544,144.56381226,149.35232544,3995766856.00000000,eth,104954910.56197999,eth,210293,15337149674.56355858,-0.02289129
2019-02-22,149.09245300,149.26861572,145.20654297,146.07325745,3731099284.00000000,eth,104968202.62447999,eth,217612,15649966816.59228516,0.02026683
2019-02-23,158.79542542,159.12586975,147.33105469,148.67662048,4519468458.00000000,eth,104981854.59322999,eth,211612,16670638260.99172974,0.06508024
2019-02-24,135.85266113,165.54962158,135.85266113,158.90240479,5957715043.00000000,eth,104995212.74947999,eth,217755,14263879058.22266006,-0.14448001
2019-02-25,139.82286072,142.52557373,135.48384094,135.49972534,4914392068.00000000,eth,105008584.40572999,eth,231575,14682600671.53293991,0.02922430
2019-02-26,138.08967590,139.97644043,136.57960510,139.64608765,3791292839.00000000,eth,105022102.87447999,eth,239116,14502468148.62210655,-0.01239558
2019-02-27,136.12596130,141.33622742,131.60292053,138.02957153,4469776860.00000000,eth,105035616.56197999,eth,235484,14298074275.62750816,-0.01422058
2019-02-28,136.74624634,138.84713745,135.65759277,136.28308105,4535438953.00000000,eth,105048571.40572999,eth,233394,14364997822.89144707,0.00455670
2019-03-01,136.44361877,138.99526978,136.43478394,136.83624268,3756124824.00000000,eth,105061441.03072999,eth,268402,14334963207.88750648,-0.00221306
2019-03-02,134.20695496,137.18479919,132.43638611,136.35008240,3747176425.00000000,eth,105075075.90572999,eth,279249,14101805979.08433342,-0.01639259
2019-03-03,132.24942017,135.84928894,131.32885742,134.78611755,3454374053.00000000,eth,105088673.59322999,eth,291044,13897916148.72034454,-0.01458594
2019-03-04,127.77412415,132.72914124,125.40270233,132.15788269,4008171341.00000000,eth,105102318.84322999,eth,272293,13429356735.85561371,-0.03383982
2019-03-05,137.82238770,138.22998047,126.73529816,127.79295349,4764849990.00000000,eth,105116071.71822999,eth,270746,14487347989.35816765,0.07864083
2019-03-06,138.78935242,139.96882629,136.14591980,137.95874023,4589054219.00000000,eth,105129637.53072999,eth,266235,14590874312.72313309,0.00701602
2019-03-07,138.03450012,140.85787964,137.27313232,138.94238281,4339206292.00000000,eth,105143309.53072999,eth,279134,14513404172.25442696,-0.00543883
2019-03-08,135.12707520,139.49909973,133.55769348,138.31135559,4678816794.00000000,eth,105156930.53072999,eth,272589,14209548459.13420486,-0.02106303
2019-03-09,137.96533203,139.11941528,134.67712402,134.88755798,5011918715.00000000,eth,105170461.03072999,eth,284250,14509877575.98430252,0.02100435
2019-03-10,136.75868225,138.27030945,135.68568420,138.18049622,4578438499.00000000,eth,105184305.65572999,eth,248152,14384867034.96157455,-0.00874604
2019-03-11,133.83403015,137.35340881,133.10279846,136.84953308,4689807419.00000000,eth,105197819.96822999,eth,262743,14079048209.48619080,-0.02138549
2019-03-12,134.44288635,135.27346802,130.94415283,134.01284790,4709988000.00000000,eth,105211479.21822999,eth,298223,14144934943.51902008,0.00454934
2019-03-13,133.26307678,134.61177063,132.71972656,134.61177063,4265162099.00000000,eth,105225067.03072999,eth,272122,14022616187.13110733,-0.00877554
2019-03-14,133.71159363,135.18084717,132.75007629,133.20390320,4476532147.00000000,eth,105238690.34322999,eth,280348,14071632997.10949707,0.00336565
2019-03-15,137.69178772,138.39514160,133.56715393,133.56715393,4506861856.00000000,eth,105252247.40572999,eth,258613,14492370106.81391525,0.02976701
2019-03-16,142.39817810,144.55844116,137.91195679,137.91195679,4839003569.00000000,eth,105266061.21822999,eth,268643,14989695333.30069733,0.03418062
2019-03-17,140.00054932,142.37191772,139.32351685,142.23829651,3827157729.00000000,eth,105279633.71822999,eth,282235,14739206552.38224411,-0.01683750
2019-03-18,139.37460327,142.26721191,138.84155273,140.10485840,4551739879.00000000,eth,105293114.15572999,eth,263811,14675186012.67398262,-0.00447103
2019-03-19,140.51919556,140.98905945,139.14302063,139.25401306,4251488129.00000000,eth,105306734.90572999,eth,265142,14797617675.64958572,0.00821234
2019-03-20,140.68635559,140.94557190,138.30703735,140.48471069,4664134462.00000000,eth,105320490.90572999,eth,261950,14817156034.56328773,0.00118959
2019-03-21,136.63606262,141.00323486,135.85542297,140.47848511,5087247796.00000000,eth,105334073.40572999,eth,237078,14392433050.10307503,-0.02878952
2019-03-22,137.18144226,138.79429626,136.22860718,136.56225586,4490899266.00000000,eth,105347683.40572999,eth,247350,14451747148.42609787,0.00399148
2019-03-23,138.23986816,139.38539124,136.91201782,137.03987122,4436568613.00000000,eth,105361399.40572999,eth,241066,14565145963.42924690,0.00771552
2019-03-24,136.98692322,138.37561035,136.31375122,138.31535339,4266845458.00000000,eth,105375024.90572999,eth,260748,14435000445.83219910,-0.00906356
2019-03-25,135.03102112,137.69534302,133.49015808,137.08135986,4480516753.00000000,eth,105388658.03072999,eth,294083,14230738108.16247177,-0.01427802
2019-03-26,135.46035767,135.46035767,133.75733948,135.05432129,4499271679.00000000,eth,105402211.84322999,eth,275745,14277821315.07308388,0.00317954
2019-03-27,140.98815918,141.07546997,135.34165955,135.45436096,5228240093.00000000,eth,105415947.90572999,eth,262880,14862400443.41070557,0.04080752
2019-03-28,139.41647339,141.00793457,138.42517090,141.00584412,4163212475.00000000,eth,105429546.28072999,eth,277318,14698615533.42714310,-0.01114764
2019-03-29,142.49742126,142.54924011,138.04510498,139.34320068,5125602702.00000000,eth,105443085.21822999,eth,257930,15025367733.78634453,0.02209888
2019-03-30,142.09268188,149.61323547,141.03173828,142.35914612,5144662127.00000000,eth,105456676.53072999,eth,249624,14984621990.90564537,-0.00284033
2019-03-31,141.51409912,142.18920898,140.69737244,142.13922119,4249050197.00000000,eth,105470335.71822999,eth,241677,14925539543.16463470,-0.00407187
2019-04-01,141.83032227,142.73399353,140.73756409,141.46548462,4611999536.00000000,eth,105484031.28072999,eth,296278,14960834150.42320251,0.00223457
2019-04-02,163.96174622,165.22682190,141.63645935,141.83952332,9826645698.00000000,eth,105497650.59322999,eth,336880,17297579012.93246078,0.15604155
2019-04-03,161.45880127,178.32205200,157.32214355,164.00863647,10622456246.00000000,eth,105511202.53072999,eth,320514,17035712281.11839676,-0.01526542
2019-04-04,158.05253601,164.92921448,155.24110413,161.43176270,7953123529.00000000,eth,105524933.71822999,eth,283098,16678483386.53172874,-0.02109681
2019-04-05,165.51484680,167.22038269,157.44395447,158.02000427,7531316908.00000000,eth,105538575.78072999,eth,290567,17468201202.02323151,0.04721412
2019-04-06,165.94720459,172.51577759,161.79946899,165.51124573,7167016221.00000000,eth,105552184.59322999,eth,281955,17516089971.59769058,0.00261220
2019-04-07,174.53164673,175.21316528,164.93209839,165.97724915,7596176020.00000000,eth,105565861.28072999,eth,287126,18424583607.63985443,0.05172996
2019-04-08,180.25881958,184.37785339,174.16099548,174.44967651,9304964610.00000000,eth,105579580.03072999,eth,299606,19031650468.09976959,0.03281452
2019-04-09,176.11457825,180.25422668,175.09175110,180.22212219,7632529578.00000000,eth,105593212.78072999,eth,296515,18596504134.63141632,-0.02299051
2019-04-10,177.33747864,183.13427734,175.23037720,176.06784058,7856924879.00000000,eth,105606943.84322999,eth,300565,18728069147.79108810,0.00694378
2019-04-11,165.49702454,177.48748779,162.32061768,177.34275818,7859383417.00000000,eth,105620509.34322999,eth,314322,17479880026.29537964,-0.06676792
2019-04-12,164.73632812,166.12751770,161.02973938,165.33520508,6237185309.00000000,eth,105634095.34322999,eth,320739,17401772991.64987183,-0.00459644
2019-04-13,164.51335144,166.36242676,163.01185608,164.62284851,4959301561.00000000,eth,105647795.03072999,eth,290028,17380472832.79696655,-0.00135354
2019-04-14,167.83851624,168.59103394,162.78147888,164.47608948,4846298303.00000000,eth,105661432.59322999,eth,245862,17734058069.74933624,0.02021213
2019-04-15,161.57417297,168.81845093,159.55574036,167.89747620,5672311824.00000000,eth,105675141.78072999,eth,294905,17074373637.09284019,-0.03732363
2019-04-16,167.62344360,167.66632080,160.88874817,161.52655029,5180105341.00000000,eth,105688801.09322999,eth,283757,17715920789.57421875,0.03743959
2019-04-17,166.95075989,168.93858337,165.50189209,167.55369568,5596102715.00000000,eth,105702375.03072999,eth,308498,17647091833.31452179,-0.00401306
2019-04-18,173.81402588,175.36532593,166.67211914,166.91320801,6971581464.00000000,eth,105715972.96822999,eth,325334,18374918861.31368256,0.04110952
2019-04-19,173.70843506,173.97889709,170.62020874,173.78788757,6541053061.00000000,eth,105729673.28072999,eth,336310,18366136084.85202026,-0.00060749
2019-04-20,173.75126648,176.70581055,171.78883362,173.71881104,6142567812.00000000,eth,105743285.84322999,eth,369030,18373029836.96416855,0.00024657
2019-04-21,170.04652405,174.42077637,167.42858887,173.71540833,6005571688.00000000,eth,105757007.71822999,eth,307683,17983611556.18682098,-0.02132210
2019-04-22,171.87466431,173.06912231,168.72955322,170.01748657,6094878077.00000000,eth,105770660.78072999,eth,335022,18179296815.17952728,0.01075082
2019-04-23,171.44779968,176.85078430,170.89675903,172.00721741,7097827092.00000000,eth,105784200.65572999,eth,356264,18136468443.60937881,-0.00248358
2019-04-24,165.82609558,171.57321167,161.97668457,171.34953308,7351304156.00000000,eth,105797801.90572999,eth,344470,17544036411.08507156,-0.03278960
2019-04-25,154.45939636,166.51341248,153.84700012,165.91473389,6820332362.00000000,eth,105811485.53072999,eth,299191,16343578183.27529144,-0.06854590
2019-04-26,156.34709167,158.02900696,152.08567810,154.57943726,7505283355.00000000,eth,105825242.96822999,eth,307928,16545468963.86233521,0.01222130
2019-04-27,158.43493652,160.58941650,155.62188721,156.27085876,5863109118.00000000,eth,105838930.34322999,eth,258512,16768584210.63816643,0.01335391
2019-04-28,157.29507446,159.56538391,157.12551880,158.49977112,5379894433.00000000,eth,105852531.65572999,eth,256712,16650081848.87353706,-0.00719451
2019-04-29,155.20199585,158.33392334,153.18652344,157.29106140,6053776253.00000000,eth,105866212.78072999,eth,274907,16430647516.60871887,-0.01330670
2019-04-30,162.16603088,162.43225098,155.17277527,155.17277527,6275803460.00000000,eth,105879861.53072999,eth,292816,17170116894.96366882,0.04487078
2019-05-01,160.81834412,164.06068420,159.66021729,162.18655396,5789172433.00000000,eth,105893550.65572999,eth,291650,17029625469.04059982,-0.00831054
2019-05-02,162.12278748,162.93701172,160.06069946,160.85357666,6044171062.00000000,eth,105907195.21822999,eth,266188,17169969702.50049210,0.00811128
2019-05-03,167.95240784,170.06874084,161.08062744,162.07516479,7299410672.00000000,eth,105920677.65572999,eth,275199,17789632851.99747467,0.03595806
2019-05-04,164.02658081,170.64593506,161.79142761,167.88722229,6658100049.00000000,eth,105934506.90572999,eth,256938,17376074957.59815598,-0.02337464
2019-05-05,163.45069885,165.39997864,159.70065308,164.01525879,5938415562.00000000,eth,105948142.28072999,eth,261416,17317297897.91355896,-0.00351091
2019-05-06,172.65321350,175.76010132,159.98818970,163.33798218,7540096853.00000000,eth,105961710.09322999,eth,282859,18294629755.65502167,0.05630147
2019-05-07,169.79866028,180.39440918,169.69471741,172.42727661,8411140170.00000000,eth,105975331.65572999,eth,277792,17994469337.69362259,-0.01653345
2019-05-08,170.94816589,172.18354797,166.40924072,169.90420532,6416569598.00000000,eth,105988904.78072999,eth,277410,18118608877.33240128,0.00676982
2019-05-09,170.28930664,172.88040161,167.24787903,170.95187378,6546914198.00000000,eth,106002516.90572999,eth,281070,18051095106.03789139,-0.00385415
2019-05-10,173.14274597,175.88526917,168.99142456,170.31297302,8036919053.00000000,eth,106016244.21822999,eth,310015,18355943641.54854965,0.01675642
2019-05-11,194.30433655,203.46664429,173.13931274,173.13931274,12578331654.00000000,eth,106029838.84322999,eth,320467,20602057490.70942688,0.12222049
2019-05-12,187.32531738,201.88148499,183.65393066,194.16302490,10326050090.00000000,eth,106043527.65572999,eth,286729,19864637474.50267410,-0.03591798
2019-05-13,196.84628296,205.09826660,185.30590820,187.41792297,10367149039.00000000,eth,106057082.09322999,eth,320643,20876942391.52819061,0.05082583
2019-05-14,217.14857483,217.87464905,196.05480957,196.73828125,12751049755.00000000,eth,106070801.40572999,eth,355627,23033123356.23493576,0.10313780
2019-05-15,247.15306091,247.44659424,216.82211304,217.01011658,13460006534.00000000,eth,106084542.34322999,eth,369579,26219119355.69316864,0.13817492
2019-05-16,264.01000977,275.39443970,245.79528809,246.94195557,18661465873.00000000,eth,106098122.15572999,eth,399571,28010966266.44874954,0.06820449
2019-05-17,243.76458740,266.97961426,227.76742554,263.84835815,16037551694.00000000,eth,106111904.46822999,eth,357861,25866324611.17499924,-0.07668430
2019-05-18,234.59523010,246.36276245,233.09985352,243.91130066,10933142646.00000000,eth,106125475.59322999,eth,318252,24896530366.53517914,-0.03761562
2019-05-19,261.29220581,263.74099731,233.75866699,234.44946289,12049250894.00000000,eth,106139067.15572999,eth,330704,27733310979.79445648,0.11380016
2019-05-20,251.86441040,261.55126953,241.80364990,261.26748657,10834541285.00000000,eth,106152571.40572999,eth,331537,26736054809.58955383,-0.03608143
2019-05-21,255.21588135,262.10754395,248.19630432,251.64784241,11545049593.00000000,eth,106166086.59322999,eth,370207,27095271359.12278366,0.01330665
2019-05-22,244.69891357,258.80184937,242.73048401,254.99531555,9818257463.00000000,eth,106179746.65572999,eth,331007,25982068650.24291611,-0.04120812
2019-05-23,245.96566772,247.61663818,233.79309082,244.66511536,10671663487.00000000,eth,106193281.96822999,eth,339775,26119901507.18340683,0.00517679
2019-05-24,249.48498535,255.25933838,243.24009705,245.98709106,9929433206.00000000,eth,106206881.65572999,eth,350611,26497022314.11492920,0.01430817
2019-05-25,251.75987244,257.35684204,249.08879089,249.69404602,8924985385.00000000,eth,106220650.03072999,eth,323361,26742097301.86118317,0.00911833
2019-05-26,267.06964111,269.16653442,247.24539185,251.72479248,9664267731.00000000,eth,106234302.59322999,eth,319134,28371957067.49365997,0.06081100
2019-05-27,272.86264038,278.50726318,265.44470215,267.14187622,12074664736.00000000,eth,106247887.03072999,eth,361711,28991078990.09225082,0.02169097
2019-05-28,271.76870728,274.32083130,267.51437378,272.59048462,10362846898.00000000,eth,106261396.59322999,eth,350001,28878522385.41971207,-0.00400910
2019-05-29,269.45568848,273.75628662,263.09140015,271.77905273,9819132174.00000000,eth,106275239.15572999,eth,346909,28636467734.71855927,-0.00851098
2019-05-30,255.85894775,287.20162964,247.34860229,269.55187988,13604268584.00000000,eth,106288632.65572999,eth,352640,27194897709.49655533,-0.05046002
2019-05-31,268.11355591,268.65994263,249.11184692,256.01525879,11255023515.00000000,eth,106302384.96822999,eth,399069,28501110435.35486221,0.04789595
2019-06-01,265.39126587,273.55798340,263.52459717,268.43334961,9942869852.00000000,eth,106316018.84322999,eth,508448,28215342822.97221756,-0.01015350
2019-06-02,270.22552490,272.80722046,265.04187012,265.51272583,8744111713.00000000,eth,106329552.09322999,eth,435046,28732959027.02417374,0.01821559
2019-06-03,252.60792542,270.33410645,251.26219177,270.08856201,9375712917.00000000,eth,106343050.78072999,eth,393251,26863097440.02635193,-0.06519591
2019-06-04,241.33879089,252.51164246,236.12721252,252.51164246,10132549747.00000000,eth,106356619.40572999,eth,361274,25667977930.90485001,-0.04461117
2019-06-05,247.05101013,248.13813782,239.98345947,241.49703979,8548917062.00000000,eth,106370285.40572999,eth,324986,26278886457.49728394,0.02366888
2019-06-06,249.47433472,249.94450378,238.50111389,246.92524719,8265146806.00000000,eth,106383985.34322999,eth,413745,26540073968.02377319,0.00980900
2019-06-07,250.93035889,254.35229492,246.59790039,249.33528137,8379534528.00000000,eth,106397498.71822999,eth,311139,26698362538.01465225,0.00583637
2019-06-08,245.73809814,252.37739563,243.22911072,251.24931335,7225996863.00000000,eth,106410980.03072999,eth,276543,26149231854.44728088,-0.02069204
2019-06-09,233.08670044,245.97282410,229.25743103,245.54048157,7566421456.00000000,eth,106424475.09322999,eth,355087,24806129745.48173904,-0.05148326
2019-06-10,247.52012634,247.66217041,229.34176636,232.83013916,8141159848.00000000,eth,106438231.28072999,eth,325166,26345604454.30762863,0.06192299
2019-06-11,245.78182983,248.66258240,239.82534790,247.86212158,7382269700.00000000,eth,106451789.28072999,eth,381772,26163915558.51954269,-0.00702285
2019-06-12,260.90328979,261.01757812,244.49131775,245.92549133,8645598618.00000000,eth,106465361.28072999,eth,480717,27777163007.34735107,0.06152391
2019-06-13,256.16879272,262.16311646,255.59628296,260.91351318,8442077836.00000000,eth,106478933.21822999,eth,360497,27276579773.11828232,-0.01814656
2019-06-14,264.08746338,265.37139893,254.14743042,256.17965698,8676891267.00000000,eth,106492556.84322999,eth,351579,28123349205.46259308,0.03091193
2019-06-15,269.01931763,271.50558472,262.12121582,263.93414307,8126853944.00000000,eth,106506153.21822999,eth,330124,28652212661.83995056,0.01867508
2019-06-16,269.22320557,278.14318848,265.53533936,268.90115356,9676746453.00000000,eth,106519848.96822999,eth,443504,28677615195.67633057,0.00075789
2019-06-17,274.35110474,275.44256592,268.35379028,269.09057617,6009795781.00000000,eth,106533488.09322999,eth,338539,29227580149.79210663,0.01904702
2019-06-18,265.05184937,274.32025146,263.14443970,274.32025146,6205242504.00000000,eth,106546962.09322999,eth,378719,28240469347.05813217,-0.03389545
2019-06-19,269.43179321,270.33337402,264.75479126,265.05685425,5516510947.00000000,eth,106560528.34322999,eth,331466,28710794237.22951508,0.01652486
2019-06-20,271.69500732,274.07351685,265.50045776,269.40786743,6408981097.00000000,eth,106574156.09322999,eth,313165,28955666120.32255554,0.00839995
2019-06-21,294.91027832,295.30331421,271.74310303,271.74310303,9331694140.00000000,eth,106587625.59322999,eth,390272,31433786329.20072174,0.08544607
2019-06-22,309.38031006,315.18972778,294.72824097,295.11508179,10613731255.00000000,eth,106601328.09322999,eth,379012,32980351938.14136887,0.04906588
2019-06-23,307.82778931,318.56567383,305.76458740,309.41668701,8161062380.00000000,eth,106614985.21822999,eth,339193,32819055206.68790817,-0.00501816
2019-06-24,310.42468262,312.32934570,299.55953979,307.72213745,8205712062.00000000,eth,106628668.40572999,eth,363545,33100170547.74206161,0.00843619
2019-06-25,318.12631226,318.12631226,307.64315796,310.67861938,9641764965.00000000,eth,106642309.15572999,eth,350197,33925724542.16165161,0.02480998
2019-06-26,336.75317383,361.39868164,315.95486450,317.99258423,16437084081.00000000,eth,106655977.96822999,eth,388619,35916739088.54402924,0.05855178
2019-06-27,294.26763916,343.43344116,278.57324219,336.95989990,14038092503.00000000,eth,106669570.46822999,eth,357014,31389402671.91396332,-0.12616224
2019-06-28,311.22610474,313.03155518,292.93981934,294.14303589,11514656820.00000000,eth,106683210.15572999,eth,325663,33202599937.53492737,0.05762939
2019-06-29,320.05889893,322.04354858,294.75384521,311.28442383,10929374565.00000000,eth,106696841.53072999,eth,310251,34149273619.18400955,0.02838063
2019-06-30,290.69598389,322.78958130,290.69598389,319.58404541,10303111000.00000000,eth,106710476.59322999,eth,275123,31020306984.28966522,-0.09174222
2019-07-01,293.64111328,301.02615356,280.02282715,290.26849365,10292223948.00000000,eth,106724089.46822999,eth,309889,31338580445.37878418,0.01013130
2019-07-02,291.59643555,295.65585327,272.60256958,293.53726196,10618413952.00000000,eth,106737728.46822999,eth,382288,31124341159.70607376,-0.00696319
2019-07-03,303.09997559,303.34204102,291.40164185,291.76461792,9926711979.00000000,eth,106751276.46822999,eth,370570,32356309291.28817749,0.03945021
2019-07-04,284.52322388,303.96115112,282.76574707,303.02508545,8403513106.00000000,eth,106764907.03072999,eth,360399,30377095545.30647659,-0.06128919
2019-07-05,287.99752808,293.92114258,282.69470215,284.38092041,8723493015.00000000,eth,106778434.90572999,eth,319406,30751925304.69266510,0.01221097
2019-07-06,287.54711914,295.99142456,286.66586304,287.89382935,7674615025.00000000,eth,106792219.28072999,eth,318241,30707795000.80781937,-0.00156393
2019-07-07,305.70056152,310.13931274,286.10919189,287.60360718,8119724981.00000000,eth,106805911.34322999,eth,309297,32650627071.64789200,0.06313206
2019-07-08,313.25140381,314.26788330,303.50045776,305.73477173,9078905628.00000000,eth,106819573.15572999,eth,335258,33461381245.26719284,0.02470013
2019-07-09,308.88101196,318.22311401,305.28582764,313.32516479,10055159803.00000000,eth,106833245.78072999,eth,351558,32998761068.03209686,-0.01395171
2019-07-10,290.00231934,313.06945801,285.56579590,308.85128784,11679985167.00000000,eth,106846860.90572999,eth,347412,30985837476.42600632,-0.06111963
2019-07-11,268.70404053,290.02105713,266.09466553,289.94598389,10216287022.00000000,eth,106860543.03072999,eth,313587,28713859685.30322647,-0.07344175
