Date,Close,High,Low,Open,Volume,asset_x,SplyCur,asset_y,AdrActCnt,MarketCap,Return,Inflation,USD_LBP
2019-04-06,5059.81738281,5205.82177734,4992.22216797,5036.79296875,16929795194.00000000,btc,17631517.32661731,btc,677458,89212257854.57804871,0.00459355,0.00075429,1982.45936327
2019-04-07,5198.89697266,5235.18652344,5050.41210938,5062.79394531,16655416140.00000000,btc,17633279.82661731,btc,623548,91673605108.60127258,0.02748708,0.00365006,3024.20911311
2019-04-08,5289.77099609,5318.83642578,5148.21191406,5199.83544922,17154113634.00000000,btc,17635129.82661185,btc,778923,93285798269.15916443,0.01747948,0.00266291,2367.77170789
2019-04-09,5204.95849609,5289.91796875,5167.41894531,5289.91796875,14722104361.00000000,btc,17636779.82660639,btc,776284,91798707002.22978210,-0.01603330,0.00544700,2177.96875078
2019-04-10,5324.55175781,5421.65136719,5193.38232422,5204.10546875,15504590933.00000000,btc,17638629.82460093,btc,773468,93917797437.98289490,0.02297679,0.00723643,2687.10508587
2019-04-11,5064.48779297,5354.22558594,5017.29638672,5325.08154297,16555616019.00000000,btc,17640592.32459547,btc,813510,89340564488.65196228,-0.04884241,0.00472064,3311.90886583
2019-04-12,5089.53906250,5103.27441406,4955.85253906,5061.20068359,13675206312.00000000,btc,17642479.82459001,btc,763723,89792090226.61900330,0.00494646,0.00182693,3111.90394155
2019-04-13,5096.58642578,5127.12207031,5061.58935547,5088.85009766,10823289598.00000000,btc,17644167.32459001,btc,602847,89925023680.71849060,0.00138468,0.00750700,2320.06361612
2019-04-14,5167.72216797,5184.01611328,5053.56835938,5095.75878906,10391952498.00000000,btc,17645692.32459001,btc,596510,91188035394.93980408,0.01395753,0.00519470,1652.36129993
2019-04-15,5067.10839844,5196.60693359,5024.06933594,5167.32177734,12290155061.00000000,btc,17647504.82458455,btc,767910,89421819908.11868286,-0.01946966,0.00152605,1875.24337931
2019-04-16,5235.55957031,5238.94531250,5055.19482422,5066.57763672,11618660197.00000000,btc,17649317.32457909,btc,777026,92404052228.18225098,0.03324404,0.00376078,2463.11102857
2019-04-17,5251.93798828,5274.27539062,5219.20556641,5236.13525391,12438480677.00000000,btc,17651042.32457308,btc,734917,92702179717.18553162,0.00312830,0.00122627,3121.31881813
2019-04-18,5298.38574219,5319.98632812,5250.50683594,5251.48046875,13256489918.00000000,btc,17652904.82457308,btc,739768,93531899230.71090698,0.00884393,0.00298422,2543.14668751
2019-04-19,5303.81250000,5336.68017578,5233.33496094,5298.15429688,13780238655.00000000,btc,17654804.82456762,btc,798377,93637774513.60205078,0.00102423,0.00514591,2828.65225852
2019-04-20,5337.88623047,5358.49072266,5295.87792969,5304.16064453,13169647522.00000000,btc,17656442.32456762,btc,689643,94248080363.37516785,0.00642438,0.00516298,2635.00693752
2019-04-21,5314.53125000,5359.92480469,5257.33935547,5335.87890625,13731844223.00000000,btc,17658467.32456762,btc,673424,93846476423.51849365,-0.00437532,0.00976560,2394.04503401
2019-04-22,5399.36523438,5422.68750000,5280.27685547,5312.49462891,14601631648.00000000,btc,17660142.32456762,btc,646342,95353558501.38490295,0.01596265,0.00878009,3414.69118435
2019-04-23,5572.36230469,5633.80224609,5389.40869141,5399.36572266,15867308108.00000000,btc,17661592.32456216,btc,714325,98416791310.14823914,0.03204026,0.00429241,3335.41835788
2019-04-24,5464.86669922,5642.04443359,5418.26318359,5571.50830078,17048033399.00000000,btc,17663629.82455670,btc,875920,96529382415.54704285,-0.01929085,0.00036666,1763.71256769
2019-04-25,5210.51562500,5542.23828125,5181.33886719,5466.52441406,15330283408.00000000,btc,17665417.32455670,btc,751975,92045932991.74838257,-0.04654296,0.00987676,2090.39856522
2019-04-26,5279.34814453,5383.63427734,5177.36865234,5210.30468750,16812108040.00000000,btc,17667304.82455124,btc,761966,93271852944.36259460,0.01321031,0.00056222,2130.05076784
2019-04-27,5268.29101562,5310.75000000,5233.63574219,5279.47119141,13111274675.00000000,btc,17669017.32455124,btc,619281,93085525225.85575867,-0.00209441,0.00222766,2484.82893351
2019-04-28,5285.13916016,5326.23193359,5255.68359375,5271.74658203,12819992056.00000000,btc,17671054.82455124,btc,574359,93393983854.50376892,0.00319803,0.00578437,2995.01209490
2019-04-29,5247.35253906,5311.27490234,5216.48779297,5284.85839844,13735490672.00000000,btc,17673092.32454578,btc,807672,92736945882.29127502,-0.00714960,0.00012534,1568.78872227
2019-04-30,5350.72656250,5363.25732422,5224.18994141,5247.72607422,13878964574.00000000,btc,17674842.32454032,btc,839425,94573248313.91712952,0.01970022,0.00410435,1715.48886322
2019-05-01,5402.69726562,5418.00390625,5347.64599609,5350.91455078,13679528236.00000000,btc,17676979.82454032,btc,760187,95503370562.55229187,0.00971283,0.00372225,2465.43521522
2019-05-02,5505.28369141,5522.26269531,5394.21728516,5402.42285156,14644460907.00000000,btc,17679279.82453486,btc,787748,97329450893.81929016,0.01898800,0.00933185,1672.77408803
2019-05-03,5768.28955078,5865.88183594,5490.20166016,5505.55224609,18720780006.00000000,btc,17681179.82441940,btc,803354,101990164826.68267822,0.04777335,0.00715832,2970.37784621
2019-05-04,5831.16748047,5886.89355469,5645.46923828,5769.20263672,17567780766.00000000,btc,17682829.82441940,btc,658798,103111542234.81736755,0.01090062,0.00696654,1596.01742683
2019-05-05,5795.70849609,5833.86279297,5708.03515625,5831.06835938,14808830723.00000000,btc,17684442.32441940,btc,613917,102493872628.31741333,-0.00608094,0.00221795,1607.67020383
2019-05-06,5746.80712891,5802.95751953,5653.68750000,5791.69335938,15737171804.00000000,btc,17686329.82441394,btc,776590,101639926319.12924194,-0.00843751,0.00304201,1766.52769709
2019-05-07,5829.50146484,5988.17822266,5741.39599609,5745.59912109,18026409033.00000000,btc,17687917.32440848,btc,754405,103111739952.67436218,0.01438961,0.00173602,2214.98201140
2019-05-08,5982.45751953,5989.98095703,5794.71582031,5849.48144531,15320605300.00000000,btc,17689817.32440302,btc,839633,105828580671.50903320,0.02623827,0.00593820,3086.94219087
2019-05-09,6174.52880859,6183.03906250,5982.31640625,5982.31640625,16784645411.00000000,btc,17691692.32439756,btc,831454,109237863929.76963806,0.03210575,0.00543707,2667.01823423
2019-05-10,6378.84912109,6434.61767578,6161.51904297,6175.82275391,19419875368.00000000,btc,17693254.82439756,btc,775704,112862602985.89611816,0.03309083,0.00311883,2853.66473429
2019-05-11,7204.77148438,7333.00292969,6375.69873047,6379.66699219,28867562329.00000000,btc,17694879.82439756,btc,773667,127487565578.26203918,0.12947827,0.00132380,1682.99204277
2019-05-12,6972.37158203,7503.87207031,6815.77099609,7203.50732422,27773333680.00000000,btc,17696854.82439150,btc,819732,123389047668.91992188,-0.03225639,0.00187609,3024.06750504
2019-05-13,7814.91503906,8047.41308594,6898.28222656,6971.17822266,28677672181.00000000,btc,17698942.32438604,btc,882729,138315730546.34426880,0.12084030,0.00356846,2395.96249354
2019-05-14,7994.41601562,8268.71289062,7696.39111328,7807.88427734,32031452227.00000000,btc,17700842.32438058,btc,896277,141507897368.08096313,0.02296902,0.00560691,1776.26821554
2019-05-15,8205.16796875,8216.42382812,7899.10693359,7989.37451172,28344112920.00000000,btc,17702704.82438058,btc,879106,145253666585.24362183,0.02636240,0.00446509,2003.03818365
2019-05-16,7884.90917969,8320.82421875,7729.60839844,8194.50097656,33167197581.00000000,btc,17704529.82438058,btc,882945,139598609734.30957031,-0.03903135,0.00289759,2281.06484628
2019-05-17,7343.89550781,7929.14550781,7038.12451172,7886.92578125,30066644905.00000000,btc,17706417.32438048,btc,903650,130034078647.97123718,-0.06861381,0.00452368,2591.85143127
2019-05-18,7271.20800781,7447.27197266,7251.50439453,7341.66455078,21354286562.00000000,btc,17708329.82437492,btc,845558,128760949623.97984314,-0.00989768,0.00138607,1829.45141371
2019-05-19,8197.68945312,8261.94140625,7267.96289062,7267.96289062,25902422040.00000000,btc,17710367.32437492,btc,750954,145184091425.99792480,0.12741782,0.00496543,2761.51655050
2019-05-20,7978.30908203,8200.96777344,7678.78173828,8196.92382812,23843404340.00000000,btc,17712379.82436936,btc,836865,141314840817.15310669,-0.02676124,0.00937541,2589.26377775
2019-05-21,7963.32763672,8062.16796875,7843.33984375,7977.96923828,25127245056.00000000,btc,17714292.32436936,btc,888770,141064713631.56530762,-0.00187777,0.00891395,3125.68574034
2019-05-22,7680.06640625,7997.61230469,7615.98730469,7956.29199219,24719473175.00000000,btc,17716379.82435844,btc,862194,136062973529.42051697,-0.03557071,0.00929098,2967.34252214
2019-05-23,7881.84667969,7943.79150391,7533.19677734,7677.26904297,24457107820.00000000,btc,17718354.82435298,btc,825753,139653356141.85153198,0.02627325,0.00524461,2271.68229312
2019-05-24,7987.37158203,8140.71972656,7824.44873047,7881.69531250,25919126991.00000000,btc,17720267.32434752,btc,862849,141538359652.49026489,0.01338835,0.00598224,2435.18296073
2019-05-25,8052.54394531,8117.92578125,7965.97607422,7991.88525391,22256813107.00000000,btc,17722017.32434752,btc,701431,142707323303.89782715,0.00815943,0.00854278,1826.23133002
2019-05-26,8673.21582031,8687.52050781,7924.67041016,8055.20605469,26677970091.00000000,btc,17724079.82434752,btc,670124,153724769533.01248169,0.07707774,0.00025481,3123.71240616
2019-05-27,8805.77832031,8907.17480469,8668.70507812,8674.07226562,27949839564.00000000,btc,17726167.32434206,btc,884928,156092699926.92315674,0.01528412,0.00937567,1567.61665569
2019-05-28,8719.96191406,8807.01660156,8634.72167969,8802.75781250,24226919267.00000000,btc,17728217.32433660,btc,944118,154589379872.43814087,-0.00974547,0.00217444,3032.93323758
2019-05-29,8659.48730469,8755.85253906,8482.72851562,8718.59179688,23473479966.00000000,btc,17730392.32433104,btc,887870,153536107239.67330933,-0.00693519,0.00172225,1716.92613071
2019-05-30,8319.47265625,9008.31445312,8221.27343750,8661.76074219,29246528551.00000000,btc,17732392.32433104,btc,862822,147524153072.16949463,-0.03926499,0.00171657,3285.89513875
2019-05-31,8574.50195312,8586.65917969,8172.55078125,8320.28613281,25365190957.00000000,btc,17733854.82433104,btc,766989,152058972827.66171265,0.03065450,0.00249921,1690.37742947
2019-06-01,8564.01660156,8625.60058594,8481.57812500,8573.83984375,22488303544.00000000,btc,17735742.32432548,btc,850116,151889191706.55807495,-0.00122285,0.00750581,2333.21495747
2019-06-02,8742.95800781,8809.30371094,8561.23535156,8565.47363281,20266216022.00000000,btc,17737379.82432002,btc,690143,155077166972.65057373,0.02089457,0.00268473,2075.51830802
2019-06-03,8208.99511719,8743.50000000,8204.18554688,8741.74707031,22004511436.00000000,btc,17738867.32431992,btc,727530,145618275249.77911377,-0.06107348,0.00851275,1850.78871626
2019-06-04,7707.77099609,8210.98535156,7564.48876953,8210.98535156,24609731549.00000000,btc,17740792.32431992,btc,911280,136741964525.11572266,-0.06105791,0.00315132,2526.31026769
2019-06-05,7824.23144531,7901.84912109,7668.66845703,7704.34326172,21760923463.00000000,btc,17742792.32431446,btc,874396,138823713631.55044556,0.01510948,0.00297794,2712.61689806
2019-06-06,7822.02343750,7937.34082031,7571.47119141,7819.63330078,19474611077.00000000,btc,17744754.82431436,btc,812486,138799888128.47811890,-0.00028220,0.00440449,3142.72460871
2019-06-07,8043.95117188,8126.15332031,7788.37353516,7826.90136719,19141423231.00000000,btc,17746729.82431436,btc,864227,142753828167.24249268,0.02837216,0.00920662,2594.76847821
2019-06-08,7954.12792969,8076.89111328,7837.61083984,8036.77490234,16522722810.00000000,btc,17748279.82431436,btc,617675,141172088254.48800659,-0.01116656,0.00505235,3476.45453275
2019-06-09,7688.07714844,7975.97412109,7583.21972656,7949.67480469,16610726547.00000000,btc,17750117.32431436,btc,580387,136464271383.14579773,-0.03344814,0.00091218,2641.19338463
2019-06-10,8000.32958984,8031.90966797,7586.73095703,7692.28466797,18689275117.00000000,btc,17752079.82431436,btc,809202,142022489499.73040771,0.04061515,0.00621837,3477.84739251
2019-06-11,7927.71435547,8026.39404297,7772.80371094,8004.24365234,17107279932.00000000,btc,17753867.32431436,btc,835542,140747588852.05450439,-0.00907653,0.00017077,1733.79922463
2019-06-12,8145.85742188,8196.64843750,7862.35986328,7925.43408203,19034432883.00000000,btc,17755504.82431436,btc,795814,144633810752.27850342,0.02751651,0.00485962,3401.45104146
2019-06-13,8230.92382812,8311.56738281,8087.06103516,8145.54541016,18669407147.00000000,btc,17757392.32431436,btc,892695,146159743607.56304932,0.01044290,0.00118938,2016.73592026
2019-06-14,8693.83300781,8710.63671875,8183.39306641,8230.89843750,19831162906.00000000,btc,17759504.82431436,btc,1041358,154398169244.02951050,0.05624025,0.00557147,3011.62818554
2019-06-15,8838.37500000,8859.12792969,8618.39550781,8689.74609375,18371033226.00000000,btc,17761329.82431436,btc,860753,156981293485.97442627,0.01662581,0.00848191,3224.93995946
2019-06-16,8994.48828125,9335.86718750,8814.55664062,8841.44042969,23348550311.00000000,btc,17762954.82431436,btc,689588,159768689007.66867065,0.01766312,0.00267658,2684.08272602
2019-06-17,9320.35253906,9416.40722656,8988.92382812,8988.92382812,15562951919.00000000,btc,17764617.32431436,btc,805931,165572496184.14700317,0.03622933,0.00878063,3408.90507550
2019-06-18,9081.76269531,9348.37402344,9004.90136719,9335.46679688,15848210536.00000000,btc,17766654.82431426,btc,950212,161352543003.95111084,-0.02559880,0.00133326,2120.78604734
2019-06-19,9273.52148438,9299.62109375,9070.39550781,9078.72753906,15546809946.00000000,btc,17768867.32431416,btc,892254,164779972885.03625488,0.02111471,0.00541160,3181.62068379
2019-06-20,9527.16015625,9594.41992188,9232.48437500,9273.06054688,17846823784.00000000,btc,17770667.32431416,btc,839162,169303993682.17962646,0.02735085,0.00348569,1976.01899068
2019-06-21,10144.55664062,10144.55664062,9525.07421875,9525.07421875,20624008643.00000000,btc,17772329.82431416,btc,842659,180292406538.62396240,0.06480383,0.00159830,2059.10511856
2019-06-22,10701.69140625,11157.34570312,10107.03515625,10175.92382812,29995204861.00000000,btc,17774092.32431416,btc,848072,190212851081.00686646,0.05491958,0.00067758,2255.50347777
2019-06-23,10855.37109375,11246.14453125,10556.09570312,10696.69140625,20998326502.00000000,btc,17776354.82431406,btc,875010,192968928312.10223389,0.01436032,0.00794107,3495.78144845
2019-06-24,11011.10253906,11065.89648438,10610.42773438,10853.74414062,19271652365.00000000,btc,17778567.32431406,btc,978017,195761627805.64816284,0.01434603,0.00473459,2847.25804659
2019-06-25,11790.91699219,11790.91699219,11007.20214844,11007.20214844,24879684533.00000000,btc,17780392.32431406,btc,911584,209647129984.51489258,0.07082074,0.00940515,1565.40558572
2019-06-26,13016.23144531,13796.48925781,11755.59765625,11778.58105469,45105733173.00000000,btc,17782454.82431406,btc,1035885,231460547659.08569336,0.10392020,0.00469411,3358.66726351
2019-06-27,11182.80664062,13311.14453125,10491.85253906,13017.12500000,39977475223.00000000,btc,17784229.82431406,btc,891448,198877603377.74047852,-0.14085681,0.00065989,3033.48325140
2019-06-28,12407.33203125,12445.17480469,10914.49511719,11162.16796875,35087757766.00000000,btc,17786267.32431406,btc,1008973,220680124289.33706665,0.10950072,0.00372844,3481.38082776
2019-06-29,11959.37109375,12400.91015625,11508.37890625,12400.76367188,29923961128.00000000,btc,17788442.32431406,btc,846946,212738582936.24063110,-0.03610453,0.00665609,1574.66492091
2019-06-30,10817.15527344,12178.38378906,10799.00878906,11931.99121094,27256473494.00000000,btc,17790342.32431396,btc,675915,192440895289.71112061,-0.09550802,0.00021876,3029.79158247
2019-07-01,10583.13476562,11206.43945312,10089.31445312,10796.93066406,29378589324.00000000,btc,17792129.82431386,btc,836709,188296507698.20944214,-0.02163420,0.00441472,1561.26186032
2019-07-02,10801.67773438,10912.18847656,9737.88476562,10588.68359375,31015895223.00000000,btc,17794104.82431386,btc,894242,192206185883.92581177,0.02065012,0.00985129,2486.05054033
2019-07-03,11961.26953125,11968.07812500,10818.15625000,10818.15625000,30796494294.00000000,btc,17796254.82431386,btc,883931,212865800600.42620850,0.10735293,0.00119322,1996.61891939
2019-07-04,11215.43750000,12006.07519531,11166.56933594,11972.71875000,25920294033.00000000,btc,17798342.32416642,btc,814107,199616195940.29324341,-0.06235392,0.00741117,2438.48674209
2019-07-05,10978.45996094,11395.66113281,10874.96484375,11203.10253906,23838480210.00000000,btc,17800704.82404084,btc,837154,195424325187.19937134,-0.02112958,0.00732223,1589.00644906
2019-07-06,11208.55078125,11620.96484375,10982.54394531,10982.54394531,21092024306.00000000,btc,17802929.82404084,btc,654703,199545042987.79193115,0.02095839,0.00186662,3073.13991731
2019-07-07,11450.84667969,11541.62011719,11148.80468750,11217.61621094,19369044277.00000000,btc,17804842.32403538,btc,614084,203880519608.54000854,0.02161706,0.00757696,2755.94567564
2019-07-08,12285.95800781,12345.83300781,11393.37402344,11446.59667969,23482551458.00000000,btc,17807067.32403538,btc,834590,218776881385.38879395,0.07293009,0.00863103,2026.79538803
2019-07-09,12573.81250000,12779.13183594,12233.26171875,12284.32617188,28167921523.00000000,btc,17808992.32395348,btc,815561,223926930295.33032227,0.02342955,0.00711119,2554.03453884
2019-07-10,12156.51269531,13129.52929688,11710.97851562,12571.53710938,33627574244.00000000,btc,17810604.82394802,btc,802293,216514843653.51806641,-0.03318801,0.00816090,2193.54520745
2019-07-11,11358.66210938,12144.62304688,11158.92285156,12139.71386719,28595327690.00000000,btc,17812217.32364226,btc,778056,202322957998.00836182,-0.06563153,0.00920056,1544.93762543
2019-07-12,11815.98632812,11905.48730469,11179.14453125,11354.29980469,23534692797.00000000,btc,17814267.32362588,btc,899488,210493139141.52731323,0.04026216,0.00035623,3109.61932955
2019-07-13,11392.37890625,11841.95703125,10908.47949219,11813.12695312,21042616384.00000000,btc,17816029.82349484,btc,645726,202966962354.30352783,-0.03585036,0.00334952,1983.42404652
2019-07-14,10256.05859375,11451.20410156,10234.57617188,11381.02050781,22486000001.00000000,btc,17817842.32349484,btc,592612,182740834883.96173096,-0.09974390,0.00079174,2714.15540760
2019-07-15,10895.08984375,11052.76660156,9992.00683594,10257.83886719,25384047207.00000000,btc,17819667.32349484,btc,757007,194146876475.21240234,0.06230768,0.00223785,1800.88097282
2019-07-16,9477.64160156,10996.63281250,9448.10644531,10896.65332031,24151199070.00000000,btc,17821692.32349474,btc,794106,168907612575.40078735,-0.13009973,0.00439952,2536.65030182
2019-07-17,9693.80273438,9963.13476562,9163.13476562,9471.21386719,24569921549.00000000,btc,17823354.82335824,btc,739298,172776085722.40594482,0.02280748,0.00078192,3298.49775733
2019-07-18,10666.48242188,10736.84277344,9376.79882812,9698.50292969,25187024648.00000000,btc,17824867.32331456,btc,740918,190128633976.38879395,0.10034036,0.00032301,2061.17686471
2019-07-19,10530.73242188,10716.98046875,10229.62890625,10653.95605469,20727426310.00000000,btc,17826342.32325450,btc,732618,187724441066.93862915,-0.01272678,0.00858034,2095.98728220
2019-07-20,10767.13964844,11048.66210938,10451.27636719,10525.81933594,20206615155.00000000,btc,17828554.82325440,btc,702633,191962539511.80407715,0.02244927,0.00893225,2032.53474617
2019-07-21,10599.10546875,10841.88769531,10389.59960938,10777.52929688,17130580467.00000000,btc,17830417.32325440,btc,558672,188986473761.00039673,-0.01560620,0.00976395,2313.75961475
2019-07-22,10343.10644531,10651.79101562,10154.92187500,10596.94824219,16334414913.00000000,btc,17832392.32325440,btc,708667,184442331973.99368286,-0.02415289,0.00874625,3228.97670979
2019-07-23,9900.76757812,10346.74804688,9883.59472656,10346.74804688,17851916995.00000000,btc,17834179.82314518,btc,702928,176572069375.44686890,-0.04276654,0.00724820,2918.59191906
2019-07-24,9811.92578125,9908.79687500,9614.30664062,9887.73046875,17398734322.00000000,btc,17835917.32314518,btc,733358,175004697015.21170044,-0.00897322,0.00176824,2281.33370375
2019-07-25,9911.84179688,10154.25390625,9773.95703125,9809.09667969,15821952090.00000000,btc,17837792.32303598,btc,764542,176805375511.44403076,0.01018312,0.00862215,1500.92286367
2019-07-26,9870.30371094,9916.51757812,9717.98242188,9913.12695312,14495714483.00000000,btc,17839867.32301950,btc,750605,176084908641.03201294,-0.00419075,0.00782534,2496.50900944
2019-07-27,9477.67773438,10167.32031250,9411.52148438,9871.16503906,16817809536.00000000,btc,17841767.32301948,btc,587410,169098520899.28115845,-0.03977851,0.00949798,1956.01160305
2019-07-28,9552.86035156,9575.54492188,9252.29687500,9491.62695312,13738687093.00000000,btc,17843954.82301948,btc,521206,170460808543.89523315,0.00793260,0.00047850,1804.47370267
2019-07-29,9519.14550781,9681.64843750,9472.94824219,9548.17871094,13791445323.00000000,btc,17846054.82289936,btc,738306,169879192599.57803345,-0.00352929,0.00802840,2093.97843566
2019-07-30,9607.42382812,9701.75976562,9437.33593750,9522.32910156,13829811132.00000000,btc,17847829.82289936,btc,737831,171471665520.84332275,0.00927377,0.00903085,2347.74669008
2019-07-31,10085.62792969,10085.62792969,9598.09765625,9604.05078125,16631520648.00000000,btc,17849967.32289936,btc,786236,180028128975.84298706,0.04977444,0.00010255,2095.91153209
2019-08-01,10399.66894531,10446.91992188,9922.01953125,10077.44238281,17165337858.00000000,btc,17851742.32289936,btc,752575,185652210255.17727661,0.03113748,0.00416264,3063.73617379
2019-08-02,10518.17480469,10657.95312500,10371.01367188,10402.04296875,17489094082.00000000,btc,17853854.82289936,btc,775949,187789965964.76849365,0.01139516,0.00202734,2436.11511559
2019-08-03,10821.72656250,10946.78125000,10503.50488281,10519.27832031,15352685061.00000000,btc,17856017.32275740,btc,612854,193232936962.14389038,0.02885974,0.00405005,3323.38421231
2019-08-04,10970.18457031,11009.20703125,10620.27832031,10821.63281250,16530894787.00000000,btc,17858104.82275740,btc,583300,195906705981.63647461,0.01371851,0.00299578,1738.56464396
2019-08-05,11805.65332031,11895.09179688,10960.73535156,10960.73535156,23875988832.00000000,btc,17859892.32275740,btc,807955,210847697100.58462524,0.07615813,0.00836727,2480.44018385
2019-08-06,11478.16894531,12273.82128906,11290.73144531,11811.54492188,23635107660.00000000,btc,17861904.82275739,btc,850550,205021961240.70144653,-0.02773962,0.00631678,3373.10539215
2019-08-07,11941.96875000,12036.99023438,11433.70117188,11476.19335938,22194988641.00000000,btc,17863817.32275739,btc,819832,213329148224.07745361,0.04040712,0.00215871,1867.48359987
2019-08-08,11966.40722656,11979.41992188,11556.16796875,11954.04003906,19481591730.00000000,btc,17865592.32275739,btc,815367,213786953077.86355591,0.00204644,0.00963972,2617.70039473
2019-08-09,11862.93652344,11970.45800781,11709.74511719,11953.46972656,18339989960.00000000,btc,17867429.82262079,btc,749568,211960185822.72454834,-0.00864676,0.00673123,2101.13364413
2019-08-10,11354.02441406,11915.65527344,11323.89843750,11861.55664062,18125355447.00000000,btc,17869317.32262079,btc,596821,202888665143.66641235,-0.04289934,0.00150406,1570.31283584
2019-08-11,11523.57910156,11523.57910156,11248.29492188,11349.74023438,15774371518.00000000,btc,17871229.82254971,btc,550565,205940530502.35430908,0.01493344,0.00131882,3258.43442284
2019-08-12,11382.61621094,11528.18945312,11320.95117188,11528.18945312,13647198229.00000000,btc,17872892.32254415,btc,660039,203440273886.93142700,-0.01223256,0.00905542,2896.78690794
2019-08-13,10895.83007812,11420.04980469,10830.32714844,11385.05273438,16681503537.00000000,btc,17874854.82254405,btc,873566,194761380817.59320068,-0.04276575,0.00350062,2438.96085337
2019-08-14,10051.70410156,10889.55664062,10028.13574219,10889.48730469,19990838300.00000000,btc,17876754.82254405,btc,750768,179691849772.39318848,-0.07747239,0.00997735,2229.32806674
2019-08-15,10311.54589844,10437.41113281,9675.31640625,10038.42187500,22899115082.00000000,btc,17878717.32254405,btc,701215,184357214276.60256958,0.02585052,0.00029523,2809.50069163
2019-08-16,10374.33886719,10524.34960938,9855.47851562,10319.41992188,20228207096.00000000,btc,17880554.82254405,btc,706459,185498934862.39559937,0.00608958,0.00878550,3064.49730441
2019-08-17,10231.74414062,10452.62500000,10086.69824219,10358.72265625,13778035685.00000000,btc,17882154.82243485,btc,565674,182965632826.19686890,-0.01374495,0.00074710,2765.60586523
2019-08-18,10345.81054688,10487.07031250,10119.09472656,10233.00585938,12999813869.00000000,btc,17883729.82243485,btc,526730,185021680614.40945435,0.01114829,0.00145553,1851.16619887
2019-08-19,10916.05371094,10916.05371094,10313.20410156,10350.28320312,16038264603.00000000,btc,17885767.32243485,btc,711022,195241996753.02963257,0.05511827,0.00487299,2668.99671781
2019-08-20,10763.23242188,10947.04199219,10618.96093750,10916.34667969,15053082175.00000000,btc,17887679.82243485,btc,743636,192529255416.95001221,-0.01399968,0.00873596,2539.13823592
2019-08-21,10138.04980469,10798.72949219,9962.72167969,10764.57226562,19473084768.00000000,btc,17889379.82243485,btc,784357,181363423614.81613159,-0.05808502,0.00581863,2457.51414419
2019-08-22,10131.05566406,10232.99609375,9831.46289062,10142.52148438,17097508856.00000000,btc,17891142.32242939,btc,808723,181256158762.19656372,-0.00068989,0.00422865,2426.44219100
2019-08-23,10407.96484375,10442.44335938,10078.19238281,10136.30957031,15627023886.00000000,btc,17893054.82242939,btc,791057,186230285539.13647461,0.02733271,0.00099344,2292.30872164
2019-08-24,10159.96093750,10418.02050781,9982.29687500,10407.64453125,15451030650.00000000,btc,17895054.82242939,btc,700721,181813057970.30358887,-0.02382828,0.00929169,3341.44419888
2019-08-25,10138.51757812,10304.62207031,10008.78906250,10160.73730469,14153856610.00000000,btc,17896992.32232939,btc,513916,181448971255.50466919,-0.00211057,0.00017624,2413.83807676
2019-08-26,10370.82031250,10512.32812500,10126.29980469,10126.29980469,18438654080.00000000,btc,17898704.82232939,btc,759470,185624251538.85531616,0.02291289,0.00546764,3217.24261161
2019-08-27,10185.50000000,10381.32812500,10087.30078125,10372.82617188,14762609503.00000000,btc,17900392.32232939,btc,726784,182324445999.08599854,-0.01786940,0.00214981,2791.07432132
2019-08-28,9754.42285156,10279.36621094,9716.65625000,10203.42675781,17603790323.00000000,btc,17902279.82232939,btc,705437,174626407393.99606323,-0.04232263,0.00458561,3061.47851003
2019-08-29,9510.20019531,9756.78613281,9421.62988281,9756.78613281,17045878501.00000000,btc,17904342.32232939,btc,735396,170273879850.75878906,-0.02503712,0.00862809,2484.89308989
2019-08-30,9598.17382812,9656.12402344,9428.30273438,9514.84472656,13595263986.00000000,btc,17906342.32224839,btc,734849,171868186234.85156250,0.00925045,0.00903115,1587.83645867
2019-08-31,9630.66406250,9673.22070312,9531.79980469,9597.53906250,11454806419.00000000,btc,17908417.32219925,btc,596235,172469951121.15682983,0.00338504,0.00909446,2876.36402430
2019-09-01,9757.97070312,9796.75585938,9582.94433594,9630.59277344,11445355859.00000000,btc,17910204.82219925,btc,574358,174767253941.98840332,0.01321888,0.00764721,1743.97044640
2019-09-02,10346.76074219,10396.59179688,9730.65039062,9757.47363281,17248102294.00000000,btc,17912067.32219925,btc,728155,185331874980.75079346,0.06033939,0.00897497,1699.96481851
2019-09-03,10623.54003906,10736.10449219,10308.54785156,10345.72558594,19384917989.00000000,btc,17914117.32219925,btc,799532,190311342636.84683228,0.02675033,0.00696013,1868.88138052
2019-09-04,10594.49316406,10762.64453125,10434.70996094,10621.18066406,16742664769.00000000,btc,17915817.32219379,btc,750620,189809004148.57464600,-0.00273420,0.00696442,2226.88030815
2019-09-05,10575.53320312,10627.26953125,10516.41796875,10588.18359375,14551239508.00000000,btc,17917879.82217195,btc,744004,189491132988.98287964,-0.00178961,0.00100437,1645.20207048
2019-09-06,10353.30273438,10898.76171875,10292.29980469,10578.19824219,19536574783.00000000,btc,17919854.82217195,btc,775304,185529681929.99588013,-0.02101364,0.00968841,2888.72754151
2019-09-07,10517.25488281,10558.67382812,10348.91894531,10353.93164062,15307366476.00000000,btc,17921729.82215557,btc,617013,188487400480.51205444,0.01583573,0.00154038,2182.81218963
